Timestamp,Fecha,Class,AF3/theta,AF3/alpha,AF3/betaL,AF3/betaH,AF3/gamma,F7/theta,F7/alpha,F7/betaL,F7/betaH,F7/gamma,F3/theta,F3/alpha,F3/betaL,F3/betaH,F3/gamma,FC5/theta,FC5/alpha,FC5/betaL,FC5/betaH,FC5/gamma,T7/theta,T7/alpha,T7/betaL,T7/betaH,T7/gamma,P7/theta,P7/alpha,P7/betaL,P7/betaH,P7/gamma,O1/theta,O1/alpha,O1/betaL,O1/betaH,O1/gamma,O2/theta,O2/alpha,O2/betaL,O2/betaH,O2/gamma,P8/theta,P8/alpha,P8/betaL,P8/betaH,P8/gamma,T8/theta,T8/alpha,T8/betaL,T8/betaH,T8/gamma,FC6/theta,FC6/alpha,FC6/betaL,FC6/betaH,FC6/gamma,F4/theta,F4/alpha,F4/betaL,F4/betaH,F4/gamma,F8/theta,F8/alpha,F8/betaL,F8/betaH,F8/gamma,AF4/theta,AF4/alpha,AF4/betaL,AF4/betaH,AF4/gamma
1761327504,2025-10-24,neutral,-0.408348780314845,-0.081270084433517,-0.329372805554024,-0.26247516296954,-0.264319072645485,-0.250798696715877,0.104144899887109,-0.269107023010607,-0.161255147570268,-0.247499980517005,-0.193486551602541,0.0259607157581007,-0.219383062982567,-0.188875317855725,-0.268990030367634,-0.156329159201483,0.0416030590958951,-0.282399385952163,-0.192065871022389,-0.311122236213209,-0.297196877457309,-0.299531157919196,-0.41179520832185,-0.306175393613107,-0.266672598247239,-0.26411471591906,-0.273074286703218,-0.400789984089829,-0.278890973164088,-0.350711247408275,-0.114152815603088,-0.105382994917984,-0.293787616396557,-0.232271058775262,-0.203230711334925,-0.103851261624499,0.0269471219747321,-0.197106327100871,-0.150765908235833,-0.285183623613187,1.50229467076544,3.71156241258332,2.07486971056713,2.26452567683406,2.69527865365772,-0.307854435507967,-0.300546645247755,-0.358960916168987,-0.348304776808378,-0.447937329514325,-0.334808859052238,-0.147247441978264,-0.242978629336731,-0.245687615632594,-0.390663144021928,-0.174081950940352,0.0129677941368024,-0.222642541427946,-0.193317191577702,-0.31033903118101,-0.221616594031371,-0.0213375819957262,-0.22818089727221,-0.226967720291656,-0.332792223898494,-0.366694137958361,-0.0292309155778844,-0.268528266076032,-0.208229194930293,-0.295866845883642
1761327504,2025-10-24,neutral,-0.413495243426225,-0.0841599622332734,-0.339561733014147,-0.27505402328859,-0.266806440617765,-0.260968696209133,0.0815943454382016,-0.277822189522032,-0.173904969856442,-0.252234478645724,-0.204731373437618,0.0407496497313681,-0.230949315615116,-0.202958083386587,-0.273380455976938,-0.171854476534769,0.0323785361183494,-0.292446724334968,-0.201785710278341,-0.315453393659991,-0.291267061615166,-0.297163267895964,-0.417516796748418,-0.314709465191566,-0.275151939541016,-0.258444626974752,-0.269960541146569,-0.409319487736968,-0.290421931717566,-0.350261165992471,-0.110968962867531,-0.0998102419851963,-0.308321863000639,-0.235555961784347,-0.209545056815024,-0.139763473181972,0.0179939846632013,-0.215578358083896,-0.155655912408724,-0.292156897554997,1.45776808058118,3.59893680840222,2.03508889418408,2.24707804952226,2.5311701664578,-0.308256762788249,-0.300375733888087,-0.3633505148257,-0.350915058097744,-0.458290280277351,-0.344411716610389,-0.143503746288368,-0.252032263091899,-0.253456563600001,-0.400077155686645,-0.185410272699357,0.0200487305255191,-0.232925498722024,-0.198553358709817,-0.317870269035423,-0.227109122965989,-0.0195578980595318,-0.241428239403282,-0.232741361043988,-0.345320163650966,-0.374149750730017,-0.0252374354505376,-0.277307354125933,-0.220371920273098,-0.302437643719573
1761327505,2025-10-24,neutral,-0.402151992856172,-0.0811030847231924,-0.341847596739983,-0.284764582974378,-0.26879633499559,-0.254592664150855,0.0650677413281527,-0.277696187114638,-0.184728103003817,-0.25595772474695,-0.187930519809491,0.0595463278369618,-0.2347686168357,-0.213208735810294,-0.275772480964076,-0.165099662490544,0.0281665159301694,-0.292405465302826,-0.208613933142979,-0.318403263056178,-0.280000610863438,-0.291985836451909,-0.417263357261066,-0.318662380430838,-0.283421914383094,-0.247054624051475,-0.264846009815327,-0.411940749833406,-0.299052319253468,-0.346390465816557,-0.0678378070053803,-0.0821804548260791,-0.313868815469303,-0.236796925143334,-0.214604680741658,-0.147273066074942,0.012281265600699,-0.224462231178743,-0.159295840326891,-0.295977038931815,1.53185942938653,3.49980122893161,2.11197181871132,2.25164127512689,2.37983791047612,-0.306457499577554,-0.300084370713035,-0.361904124876673,-0.350831271290925,-0.466145376253108,-0.340913793591108,-0.135926257667906,-0.254854569033454,-0.259832458828424,-0.405725562685475,-0.171543525213405,0.0307081303770214,-0.237025811855807,-0.203398558696068,-0.322562254280185,-0.211991200574308,-0.0156698421491664,-0.245223503513541,-0.234902503637522,-0.355552234268184,-0.360762419665308,-0.0151961331438864,-0.276333673451307,-0.228272624179562,-0.30783022952975
1761327505,2025-10-24,neutral,-0.392046669620553,-0.0777839654804925,-0.351655546912467,-0.30567593675318,-0.276855407225777,-0.255580455224351,0.0267380802565,-0.285413834567526,-0.207908788175159,-0.268092749076873,-0.172855523418078,0.0910548150121476,-0.248453091847325,-0.235601083418158,-0.284977235344961,-0.167655875632704,0.01498294694992,-0.299612042917017,-0.225104735533049,-0.328798040928454,-0.262066914875254,-0.283801982843525,-0.418935399593202,-0.330771310657472,-0.301762415551856,-0.229230358509446,-0.257242297633843,-0.418542446965176,-0.318738161897344,-0.346390465816557,0.002532742759117,-0.0539396488856462,-0.33074906046642,-0.243902048688909,-0.229172486829938,-0.175753011240521,-0.00206351274561031,-0.248309067163517,-0.170193563912192,-0.307164595821067,1.60184580791294,3.30120802696016,2.14843423533578,2.21835657071669,2.02827127212568,-0.305537795056063,-0.299511410726339,-0.362536777215709,-0.353718693556693,-0.483301694660408,-0.342900088082223,-0.121871088123433,-0.265597540036792,-0.277192039114215,-0.42107217792758,-0.160456739621617,0.0482550361597925,-0.251681921701233,-0.215797802464918,-0.334920221571006,-0.198781024373351,-0.0100702241757624,-0.261836068187081,-0.244436956256052,-0.378400547296922,-0.349832982920926,0.000316971459228157,-0.282590768934146,-0.248511313333841,-0.322572985134045
1761327505,2025-10-24,neutral,-0.350015187810861,-0.0631140846766725,-0.342751310306012,-0.317838172399242,-0.284417005861508,-0.222390675154871,-0.00154747592272845,-0.273632609476178,-0.225664206604271,-0.279565862988799,-0.104098639245887,0.12582549521787,-0.2433498553228,-0.2473675717054,-0.290669649238403,-0.126415081844046,0.00950786279282629,-0.285492285250536,-0.234449523554088,-0.336594124332661,-0.236505991765,-0.272308404303792,-0.40605935706699,-0.333473303352671,-0.320186663301297,-0.203045736865952,-0.248527441265379,-0.409666215527502,-0.330720848724051,-0.342789814490125,0.14605997787132,-0.0064573079118548,-0.325468854170725,-0.246432640636648,-0.242371505768984,-0.146095323981629,-0.0107029815223648,-0.249940042474393,-0.179238233284607,-0.311985250415623,1.88313721391329,3.1350338233646,2.37776364515807,2.21728287057443,1.72428508107078,-0.3005857805747,-0.298769167107212,-0.351653323209404,-0.351707810193033,-0.493424579850923,-0.318538770352954,-0.101962704736832,-0.259103201633644,-0.29080109279505,-0.428958632982551,-0.102510100812846,0.0703890070763274,-0.251403934370129,-0.225935022032694,-0.340925962684301,-0.149225296896088,-0.00159926924884286,-0.258071731723821,-0.245104367939349,-0.394758614885613,-0.299062717840275,0.0257577207545273,-0.267714205184132,-0.258264545589087,-0.334415526521101
1761327505,2025-10-24,neutral,-0.29360810131833,-0.0452190219672101,-0.324304921634728,-0.323606821717532,-0.29526193022065,-0.171650078205332,-0.0262714264271573,-0.254039235126397,-0.240131584583548,-0.294789802602701,-0.00988387473236156,0.152509062162262,-0.227747603528073,-0.251089624122793,-0.296967639077956,-0.0630884399785828,0.00440139816314086,-0.261397010479424,-0.240667930288677,-0.346146082377455,-0.210471416989281,-0.261900330403923,-0.383282717424509,-0.33350666128718,-0.340202096083645,-0.176102635837691,-0.242884571766799,-0.388696118755999,-0.338709306608522,-0.344230075020698,0.322329065998949,0.043743044901274,-0.306098978225897,-0.24969321103085,-0.258503640027818,-0.0789223873160315,-0.0175641719917255,-0.237534745412883,-0.190091836531506,-0.31489583432177,2.26341896877167,2.99848757854964,2.62772310649157,2.19366146744462,1.44144575548057,-0.294387681169094,-0.298088777123011,-0.335772832612169,-0.349258657378319,-0.497697226197569,-0.279338664366527,-0.0819797581165738,-0.241744502724295,-0.304624462281884,-0.434287318830504,-0.0230805189488138,0.0887188456630541,-0.243682064061686,-0.235765053128719,-0.343986580751654,-0.0858656379577727,0.00500174025995091,-0.246601992922622,-0.242752536293445,-0.406811927845702,-0.23002865936339,0.0505304416219411,-0.244218173166943,-0.26265789345181,-0.346983121462467
1761327505,2025-10-24,neutral,-0.240840344522543,-0.0372500045401617,-0.30421058469598,-0.324424047037623,-0.310086643335439,-0.120507991980759,-0.056177607410792,-0.23583188725795,-0.252023330877121,-0.31530902556057,0.0784102681700255,0.157490255113082,-0.20808226532847,-0.249048498603577,-0.305687932701952,-0.00104406789778631,-0.0103325411823846,-0.23717337427498,-0.246199220257012,-0.35892884976093,-0.191608598239144,-0.258462899044355,-0.356345720483169,-0.335975148440819,-0.362311193382974,-0.156262591750561,-0.245368305831812,-0.360403131048415,-0.34512860312283,-0.356112224397923,0.47704526929611,0.0754642318554927,-0.279451719510837,-0.255825029981141,-0.279133217776993,-0.000632279072642439,-0.0288858772154655,-0.218630258855005,-0.20412210414335,-0.318806931445655,2.61180308572474,2.86258541979513,2.76061901971495,2.11528135705933,1.19297008627048,-0.289306365825299,-0.298469665295985,-0.321661934789336,-0.34980004905315,-0.497171362031828,-0.238269104741403,-0.071876439955958,-0.218801886683268,-0.319305094992707,-0.440255446980211,0.0494391080781892,0.0914637159639811,-0.233087657998501,-0.245008633505946,-0.346469723711959,-0.031373661128823,0.00159905269582039,-0.237093950588191,-0.240654956717368,-0.415156529125763,-0.165077982650672,0.0601704629632306,-0.222493920738006,-0.26482527839742,-0.360940402382926
1761327505,2025-10-24,neutral,-0.202306859217489,-0.0505891064023331,-0.289219571424216,-0.322260803543265,-0.326105293076923,-0.0777079606930036,-0.0960525153889715,-0.225027180823907,-0.262325857619939,-0.338917163802419,0.140287500992192,0.132037335838893,-0.190042161690817,-0.243825618598526,-0.31561937821817,0.0457629424561287,-0.0408845949540481,-0.219917930165683,-0.25279554121304,-0.373046081871251,-0.184707637004122,-0.265848587476369,-0.331423073752986,-0.343914336853873,-0.384671530424341,-0.148708547067136,-0.258375228961743,-0.331111567304092,-0.351547899637137,-0.377716132356514,0.565979478698157,0.0740057864782873,-0.251381814539942,-0.264876762717284,-0.302304828803318,0.0690270020121721,-0.0486840423711156,-0.199923466274202,-0.220799592059316,-0.323900453281412,2.84726687270925,2.69812877902742,2.70496585749866,1.97462663842271,1.02115180436989,-0.286149964933515,-0.300868935240271,-0.314748603432341,-0.355497551916854,-0.491978453395135,-0.202661854966847,-0.0807867463780509,-0.196041354896534,-0.33312846447954,-0.446863017431673,0.0968022381759121,0.0699745132389391,-0.222709464303953,-0.252744197749125,-0.34877962414015,0.00193987364178311,-0.0181937575495875,-0.235733134120252,-0.24021001559517,-0.418931467800076,-0.117558692457706,0.0433398578495645,-0.210059539663692,-0.266494750585255,-0.373870524101446
1761327505,2025-10-24,neutral,-0.178350883155426,-0.0891503832644555,-0.284647843972544,-0.319136118495857,-0.338542132938323,-0.0443588594826371,-0.144105925287061,-0.225027180823907,-0.271313168182823,-0.36064988919328,0.171269709664134,0.07745908836991,-0.179055576052031,-0.237942374454905,-0.323128519949945,0.0754466553284416,-0.0859103860518901,-0.213371497065769,-0.260972230731449,-0.384564619513503,-0.189217374982583,-0.283493358975328,-0.314031200361241,-0.357290868591835,-0.403598257657858,-0.152555609171856,-0.279835562769084,-0.307700506887229,-0.358823102353352,-0.403280756774179,0.571367699905774,0.0384064606801359,-0.226977959536007,-0.274901800048712,-0.323227718084472,0.122239531137332,-0.0756990536576051,-0.186628546315851,-0.237124117268065,-0.327447727417028,2.95904319456728,2.49610045140025,2.4622029257621,1.80176091551817,0.984144789806685,-0.283992517478905,-0.305563300585807,-0.317581785646282,-0.366634752084817,-0.482118500287491,-0.174634655492945,-0.111879614813304,-0.180382109027262,-0.343737096876412,-0.451125966110035,0.116867189435802,0.0238091107280473,-0.215466349954633,-0.258133959117116,-0.349414846757902,0.0159756858553004,-0.0549897873346748,-0.245541616454098,-0.241608401979221,-0.416216161034342,-0.0887783885629035,-0.00250359301406536,-0.211528041664767,-0.268047066830084,-0.381483586421697
1761327505,2025-10-24,neutral,-0.161365662032619,-0.149098060530012,-0.292648367012971,-0.316251793836712,-0.342820405850645,-0.0149481768749854,-0.195306362421614,-0.235926389063496,-0.27810845177915,-0.375322236792185,0.180535046562957,0.00311234181767354,-0.178958061978314,-0.233259792381411,-0.324703017409833,0.0958172594075758,-0.139121699008357,-0.217754123146664,-0.269870392854424,-0.389691773464017,-0.200860594104567,-0.307560699593481,-0.307790664412955,-0.37350282476303,-0.414736552888201,-0.163861051893453,-0.305108646237627,-0.296161406018253,-0.366240956103218,-0.425244729865413,0.505065288885779,-0.0212903603277512,-0.210234507448104,-0.283223554338392,-0.336817819066156,0.161818803303531,-0.106507725333201,-0.181958026107434,-0.248904247621406,-0.325446700981552,2.99719922978312,2.26465886034596,2.08990246128072,1.65573769617024,1.12424277351025,-0.281273028372273,-0.312295580429476,-0.329574673464518,-0.38197418287171,-0.468051633853919,-0.150696885853693,-0.161389601962005,-0.178621961235754,-0.348987834123349,-0.448141902035182,0.121190962345522,-0.0401242609455559,-0.213983750855412,-0.260731098014645,-0.346296481179845,0.022471860269016,-0.104507576931601,-0.266289649354881,-0.244659426817151,-0.405553614954264,-0.0711012126111199,-0.07156103174671,-0.227601753785221,-0.269013603359883,-0.379912637054026
